คำ	ว	มว	พญ	สร	วณ
มัทนียะ	7	7	4	3	0
มัธยฐาน	7	7	5	2	0
มันทิระ	7	7	4	3	0
มันปลาบ	7	7	5	2	0
มันย่อง	7	7	5	1	1
มันสมอง	7	7	6	1	0
มันเปลว	7	7	5	2	0
มันแข็ง	7	7	4	3	0
มันแปลบ	7	7	5	2	0
มัลลิกา	7	7	4	3	0
มัวพะวง	7	7	5	2	0
มั่วมูล	7	7	4	2	1
มั่วสุม	7	7	4	2	1
มัวหมอง	7	7	6	1	0
มัวเมีย	7	7	4	3	0
มัสมั่น	7	7	4	2	1
มาคสิร-	7	7	4	2	0
มาคสิระ	7	7	4	3	0
มาฆบูชา	7	7	4	3	0
มาณวิกา	7	7	4	3	0
มาตรการ	7	7	5	2	0
มาตรฐาน	7	7	5	2	0
มาตรว่า	7	7	4	2	1
มาตังคะ	7	7	4	3	0
มาตามหะ	7	7	4	3	0
มาตามหา	7	7	4	3	0
มาตุคาม	7	7	4	3	0
มาตุฆาต	7	7	4	3	0
มาตุจฉา	7	7	4	3	0
มาตุเรศ	7	7	4	3	0
ม่านลาย	7	7	4	2	1
มานุษย-	7	7	4	2	0
ม้าย่อง	7	7	4	1	2
มายาการ	7	7	4	3	0
มาลาการ	7	7	4	3	0
ม้าอ้วน	7	7	4	1	2
ม้าเร็ว	7	7	3	3	1
มาโนชญ์	7	7	4	2	0
มำเลือง	7	7	4	3	0
มิคชาติ	7	7	4	3	0
มิคสิร-	7	7	4	2	0
มิคสิระ	7	7	4	3	0
มิจฉาบถ	7	7	5	2	0
มิดด้าม	7	7	4	2	1
มิดเม้น	7	7	4	2	1
มิตภาณี	7	7	4	3	0
มิตรจิต	7	7	5	2	0
มิตรภาพ	7	7	5	2	0
มินหม้อ	7	7	5	1	1
มิรันตี	7	7	4	3	0
มิลักขะ	7	7	4	3	0
มิลักขู	7	7	4	3	0
มิสกวัน	7	7	5	2	0
มิเตอร์	7	7	4	2	0
มีครรภ์	7	7	5	1	0
มีดกราย	7	7	5	2	0
มีดสั้น	7	7	4	2	1
มีดโต๊ะ	7	7	3	3	1
มี่สั้ว	7	7	3	2	2
มีเรือน	7	7	4	3	0
มีเสียง	7	7	4	3	0
มีแก่ใจ	7	7	3	3	1
มืดตื้อ	7	7	4	2	1
มืดหน้า	7	7	4	2	1
มือขึ้น	7	7	4	2	1
มือปลาย	7	7	5	2	0
มือร้อน	7	7	5	1	1
มือล่าง	7	7	4	2	1
มือหนัก	7	7	5	2	0
มืออ่อน	7	7	5	1	1
มือเก่า	7	7	3	3	1
มือเติบ	7	7	4	3	0
มือเย็น	7	7	4	3	0
มือเสือ	7	7	4	3	0
มือแข็ง	7	7	4	3	0
มือใหม่	7	7	4	2	1
มุขปาฐะ	7	7	4	3	0
มุขเด็จ	7	7	4	3	0
มุ่งมาด	7	7	4	2	1
มุ้งลวด	7	7	5	1	1
มุติงค์	7	7	4	2	0
มุทริกา	7	7	4	3	0
มุทิงค์	7	7	4	2	0
มุ่นหมก	7	7	5	1	1
มุมกดลง	7	7	6	1	0
มุมกลับ	7	7	5	2	0
มุมป้าน	7	7	4	2	1
มุมแย้ง	7	7	4	2	1
มุมแหลม	7	7	5	2	0
มุสาวาท	7	7	4	3	0
มุหน่าย	7	7	4	2	1
มูกหลวง	7	7	6	1	0
มูลกรณี	7	7	5	2	0
มูลความ	7	7	5	2	0
มูลนิธิ	7	7	4	3	0
มูลหนี้	7	7	4	2	1
มูลเหตุ	7	7	4	3	0
มเหนทร์	7	7	5	1	0
มเหยงค์	7	7	5	1	0
มเหาฬาร	7	7	4	3	0
มโนกรรม	7	7	6	1	0
มโนธรรม	7	7	6	1	0
มโนรมย์	7	7	5	1	0
มโนราห์	7	7	4	2	0
มโนศิลา	7	7	4	3	0
มโนห์รา	7	7	4	2	0
เมงอะปา	7	7	4	3	0
เมตไตรย	7	7	5	2	0
เมทนีดล	7	7	5	2	0
เมทานอล	7	7	5	2	0
เม้มปาก	7	7	4	2	1
เมรุทอง	7	7	5	2	0
เมรุมาศ	7	7	4	3	0
เมรุราช	7	7	4	3	0
เมลื่อย	7	7	4	2	1
เมาหมัด	7	7	4	3	0
เมาะว่า	7	7	2	4	1
เมินเฉย	7	7	4	3	0
เมืองผี	7	7	4	3	0
เมื่อใด	7	7	3	3	1
เมื่อไร	7	7	3	3	1
แมงดาไฟ	7	7	4	3	0
แม่ซื้อ	7	7	3	2	2
แม่บ้าน	7	7	3	2	2
แม่ม่าย	7	7	3	2	2
แม่ย้าว	7	7	3	2	2
แม่ร้าง	7	7	3	2	2
แมลงนูน	7	7	5	2	0
แมลงภู่	7	7	4	2	1
แมลงวัน	7	7	5	2	0
แมลงแคง	7	7	5	2	0
แมลงแดง	7	7	5	2	0
แมลงแสง	7	7	5	2	0
แมวคราว	7	7	5	2	0
แม่สื่อ	7	7	3	2	2
แม่หนัก	7	7	4	2	1
แม่เจ้า	7	7	2	3	2
แม่เป้ง	7	7	3	2	2
แม่เพลง	7	7	4	2	1
แม่เล้า	7	7	2	3	2
แม่แคร่	7	7	3	2	2
แม่แปรก	7	7	4	2	1
แม่โพสพ	7	7	4	2	1
โมกบ้าน	7	7	4	2	1
โมกใหญ่	7	7	4	2	1
โมฆกรรม	7	7	6	1	0
โมรกลาป	7	7	5	2	0
โมหันธ์	7	7	4	2	0
โมหาคติ	7	7	4	3	0
โมเมนต์	7	7	4	2	0
โมเลกุล	7	7	4	3	0
ไม้กลัด	7	7	4	2	1
ไม้กวาด	7	7	4	2	1
ไม้ขบวน	7	7	5	1	1
ไม้ค้อน	7	7	4	1	2
ไม่ค่อย	7	7	4	1	2
ไม้จริง	7	7	4	2	1
ไม้จำปา	7	7	3	3	1
ไม้ตะพด	7	7	4	2	1
ไม้ตาขอ	7	7	4	2	1
ไม้ติ้ว	7	7	3	2	2
ไม้ท่อน	7	7	4	1	2
ไม้นิ้ว	7	7	3	2	2
ไม้พุ่ม	7	7	3	2	2
ไม้มลาย	7	7	4	2	1
ไม้ม้วน	7	7	4	1	2
ไม้ลื่น	7	7	3	2	2
ไม้สั้น	7	7	3	2	2
ไม้ส้าว	7	7	3	2	2
ไม้หน้า	7	7	3	2	2
ไม้หมอน	7	7	5	1	1
ไม้หมุน	7	7	4	2	1
ไม้หึ่ง	7	7	3	2	2
ไม่เชิง	7	7	3	3	1
ไม้เด็ด	7	7	3	3	1
ไม้เท้า	7	7	2	3	2
ไม้เป็น	7	7	3	3	1
ไม้เมตร	7	7	4	2	1
ไม้เส้า	7	7	2	3	2
ไม้แข็ง	7	7	3	3	1
ไม่แยแส	7	7	3	3	1
ไม่ใคร่	7	7	3	2	2
ยกธงขาว	7	7	6	1	0
ยชุรเวท	7	7	5	2	0
ยถากรรม	7	7	6	1	0
ยมขันธ์	7	7	5	1	0
ยมทัณฑ์	7	7	5	1	0
ยวดยิ่ง	7	7	5	1	1
ยวรยาตร	7	7	6	1	0
ยศอย่าง	7	7	5	1	1
ยอกย้อน	7	7	6	0	1
ย่องเบา	7	7	4	2	1
ยอดด้วน	7	7	6	0	1
ยอดม่วง	7	7	6	0	1
ย้อนต้น	7	7	5	0	2
ย้อนยอก	7	7	6	0	1
ย้อนรอย	7	7	6	0	1
ย้อนแสง	7	7	5	1	1
ยอมความ	7	7	6	1	0
ย่อมเยา	7	7	4	2	1
ย่อยยับ	7	7	5	1	1
ย่อส่วน	7	7	5	0	2
ย่อหน้า	7	7	4	1	2
ย่อเก็จ	7	7	4	2	1
ย่อแหยง	7	7	5	1	1
ยักขินี	7	7	4	3	0
ยักคิ้ว	7	7	4	2	1
ยักย้าย	7	7	4	2	1
ยักยิ้ม	7	7	4	2	1
ยักษิณี	7	7	4	3	0
ยักหยาว	7	7	5	2	0
ยักหล่ม	7	7	5	1	1
ยังก่อน	7	7	5	1	1
ยังชั่ว	7	7	4	2	1
ยั่งยืน	7	7	4	2	1
ยังหยัง	7	7	5	2	0
ยังอยู่	7	7	4	2	1
ยังแล้ว	7	7	4	2	1
ยัญกรรม	7	7	6	1	0
ยัญพิธี	7	7	4	3	0
ยันป้าย	7	7	4	2	1
ยันเย้า	7	7	3	3	1
ยับย่อย	7	7	5	1	1
ยับยั้ง	7	7	4	2	1
ยับเยิน	7	7	4	3	0
ยั่วยวน	7	7	5	1	1
ยากเย็น	7	7	4	3	0
ยากแค้น	7	7	4	2	1
ยางกรอก	7	7	6	1	0
ยางกราด	7	7	5	2	0
ย่างตีน	7	7	4	2	1
ยางน่อง	7	7	5	1	1
ยางพารา	7	7	4	3	0
ย่านยาว	7	7	4	2	1
ยานุมาศ	7	7	4	3	0
ยาปนมัต	7	7	5	2	0
ยาประจุ	7	7	4	3	0
ยาประสะ	7	7	4	3	0
ยาระบาย	7	7	4	3	0
ยาวความ	7	7	5	2	0
ยาสีฟัน	7	7	4	3	0
ยาหม่อง	7	7	5	1	1
ยาอุทัย	7	7	4	3	0
ยาเกร็ด	7	7	4	3	0
ยาเขียว	7	7	4	3	0
ยาเบื่อ	7	7	3	3	1
ยาเหน็บ	7	7	4	3	0
ย่ำกลอง	7	7	5	1	1
ย่ำฆ้อง	7	7	4	1	2
ย่ำต๊อก	7	7	4	1	2
ย่ำรุ่ง	7	7	3	2	2
ย่ำเท้า	7	7	2	3	2
ย้ำเหยอ	7	7	4	2	1
ยิ่งนัก	7	7	4	2	1
ยิ่งยวด	7	7	5	1	1
ยิงเป้า	7	7	3	3	1
ยินมลาก	7	7	5	2	0
ยินร้าย	7	7	4	2	1
ยินแคลน	7	7	5	2	0
ยิ้มสู้	7	7	3	2	2
ยิ้มหัว	7	7	4	2	1
ยิ้มเหย	7	7	4	2	1
ยิ้มแต้	7	7	3	2	2
ยิ้มแหย	7	7	4	2	1
ยี่สุ่น	7	7	3	2	2
